2020/04/28 19:53:34.210 INFO  [main] main.go:342: start...
2020/04/28 19:53:34.334 INFO  [main] main.go:317: [RECV] mode=2, sn=0, rtt=104
2020/04/28 19:53:34.357 INFO  [main] main.go:317: [RECV] mode=2, sn=1, rtt=106
2020/04/28 19:53:34.392 INFO  [main] main.go:317: [RECV] mode=2, sn=2, rtt=121
2020/04/28 19:53:34.392 INFO  [main] main.go:317: [RECV] mode=2, sn=3, rtt=102
2020/04/28 19:53:34.423 INFO  [main] main.go:317: [RECV] mode=2, sn=4, rtt=113
2020/04/28 19:53:34.423 INFO  [main] main.go:317: [RECV] mode=2, sn=5, rtt=93
2020/04/28 19:53:34.457 INFO  [main] main.go:317: [RECV] mode=2, sn=6, rtt=106
2020/04/28 19:53:34.457 INFO  [main] main.go:317: [RECV] mode=2, sn=7, rtt=86
2020/04/28 19:53:34.475 INFO  [main] main.go:317: [RECV] mode=2, sn=8, rtt=85
2020/04/28 19:53:34.494 INFO  [main] main.go:317: [RECV] mode=2, sn=9, rtt=84
2020/04/28 19:53:34.691 INFO  [main] main.go:317: [RECV] mode=2, sn=10, rtt=261
2020/04/28 19:53:34.691 INFO  [main] main.go:317: [RECV] mode=2, sn=11, rtt=242
2020/04/28 19:53:34.691 INFO  [main] main.go:317: [RECV] mode=2, sn=12, rtt=221
2020/04/28 19:53:34.691 INFO  [main] main.go:317: [RECV] mode=2, sn=13, rtt=202
2020/04/28 19:53:34.691 INFO  [main] main.go:317: [RECV] mode=2, sn=14, rtt=182
2020/04/28 19:53:34.691 INFO  [main] main.go:317: [RECV] mode=2, sn=15, rtt=162
2020/04/28 19:53:34.691 INFO  [main] main.go:317: [RECV] mode=2, sn=16, rtt=141
2020/04/28 19:53:34.691 INFO  [main] main.go:317: [RECV] mode=2, sn=17, rtt=122
2020/04/28 19:53:34.695 INFO  [main] main.go:317: [RECV] mode=2, sn=18, rtt=105
2020/04/28 19:53:34.695 INFO  [main] main.go:317: [RECV] mode=2, sn=19, rtt=84
2020/04/28 19:53:34.889 INFO  [main] main.go:317: [RECV] mode=2, sn=20, rtt=259
2020/04/28 19:53:34.889 INFO  [main] main.go:317: [RECV] mode=2, sn=21, rtt=239
2020/04/28 19:53:34.889 INFO  [main] main.go:317: [RECV] mode=2, sn=22, rtt=219
2020/04/28 19:53:34.889 INFO  [main] main.go:317: [RECV] mode=2, sn=23, rtt=199
2020/04/28 19:53:34.889 INFO  [main] main.go:317: [RECV] mode=2, sn=24, rtt=178
2020/04/28 19:53:34.889 INFO  [main] main.go:317: [RECV] mode=2, sn=25, rtt=159
2020/04/28 19:53:34.889 INFO  [main] main.go:317: [RECV] mode=2, sn=26, rtt=139
2020/04/28 19:53:34.889 INFO  [main] main.go:317: [RECV] mode=2, sn=27, rtt=118
2020/04/28 19:53:34.889 INFO  [main] main.go:317: [RECV] mode=2, sn=28, rtt=98
2020/04/28 19:53:35.058 INFO  [main] main.go:317: [RECV] mode=2, sn=29, rtt=248
2020/04/28 19:53:35.058 INFO  [main] main.go:317: [RECV] mode=2, sn=30, rtt=228
2020/04/28 19:53:35.058 INFO  [main] main.go:317: [RECV] mode=2, sn=31, rtt=208
2020/04/28 19:53:35.058 INFO  [main] main.go:317: [RECV] mode=2, sn=32, rtt=187
2020/04/28 19:53:35.058 INFO  [main] main.go:317: [RECV] mode=2, sn=33, rtt=167
2020/04/28 19:53:35.058 INFO  [main] main.go:317: [RECV] mode=2, sn=34, rtt=147
2020/04/28 19:53:35.058 INFO  [main] main.go:317: [RECV] mode=2, sn=35, rtt=128
